Gene,GAE_recon,Infomap,GAE_Silhouette,UMAP_KMeans
hsa:1442,19,47,28,231
hsa:441531,4,4,38,115
hsa:23553,91,2,84,205
hsa:225689,25,1,0,12
hsa:406984,88,1,49,245
hsa:4361,16,1,49,133
hsa:2512,21,17,49,250
hsa:200959,24,1,25,103
hsa:22943,17,1,23,68
hsa:51144,61,2,87,250
hsa:5599,82,1,10,78
hsa:941,7,1,58,93
hsa:5521,7,1,58,242
hsa:9615,53,1,2,113
hsa:3109,29,1,43,232
hsa:10859,59,1,47,29
hsa:55613,28,1,67,108
hsa:4851,7,1,69,29
hsa:2215,26,1,39,169
hsa:163688,16,1,85,56
hsa:4615,27,1,66,243
hsa:57680,53,1,12,74
hsa:4791,68,1,46,24
hsa:10803,7,1,15,131
hsa:5741,27,1,76,17
hsa:406926,19,1,47,215
hsa:3727,55,1,58,230
cpd:C00780,64,1,71,37
hsa:5925,62,1,89,233
hsa:4205,13,1,3,51
hsa:60673,24,1,47,147
hsa:1496,0,1,12,74
hsa:84433,54,1,65,149
hsa:2934,90,1,5,171
hsa:841,8,1,0,112
hsa:284654,3,1,23,82
hsa:9894,88,1,12,90
cpd:C22547,19,1,70,146
hsa:114798,76,44,72,156
hsa:3570,84,1,46,96
hsa:3714,43,1,69,47
hsa:5320,78,3,9,195
hsa:374654,14,1,79,212
hsa:262,15,2,60,33
hsa:90993,40,1,5,1
hsa:84274,40,4,76,245
hsa:8525,22,3,24,39
hsa:6778,64,1,0,169
hsa:1852,78,1,12,135
hsa:5921,79,1,29,167
hsa:8516,35,1,73,96
hsa:127124,68,5,16,95
hsa:122809,30,1,3,93
hsa:10572,30,1,38,98
hsa:3352,31,1,71,30
hsa:4953,82,2,60,83
hsa:217,8,2,90,150
cpd:C00084,8,4,33,134
cpd:C00410,66,1,29,127
hsa:125981,43,3,48,89
hsa:100861540,75,2,6,132
hsa:4153,61,1,82,146
hsa:7332,77,5,16,84
hsa:382,40,1,29,112
hsa:1501,80,1,12,64
hsa:79094,34,2,90,144
hsa:4257,27,2,6,157
hsa:83401,60,2,20,250
hsa:79728,30,1,38,133
hsa:83452,16,5,76,35
hsa:2329,83,2,48,44
cpd:C20970,90,1,47,146
hsa:5162,52,4,40,135
hsa:5868,45,1,47,54
hsa:2568,61,1,25,103
hsa:6714,25,1,17,163
hsa:2213,57,1,39,241
hsa:4519,66,13,70,202
hsa:1025,16,26,70,166
hsa:8405,34,58,49,178
hsa:2520,33,1,47,154
hsa:898,78,1,89,47
path:map00908,86,2,78,54
hsa:5078,28,1,28,52
hsa:1029,16,1,12,24
hsa:348158,83,4,41,123
hsa:80271,31,1,22,39
hsa:147495,71,1,13,82
hsa:3778,17,1,57,43
hsa:5330,77,1,19,240
hsa:55114,40,1,38,127
hsa:89853,49,28,72,28
hsa:1730,56,1,65,182
hsa:79993,56,2,20,250
cpd:C00533,80,1,56,161
hsa:3654,78,1,34,182
hsa:6480,34,6,59,86
hsa:92579,80,4,42,25
hsa:26050,78,44,72,249
cpd:C15231,58,13,70,73
hsa:3419,82,4,4,83
hsa:6356,31,1,58,106
hsa:6355,81,1,15,34
hsa:3798,70,5,0,73
hsa:407044,59,1,25,246
hsa:151,70,1,82,20
hsa:1589,35,2,90,164
hsa:5516,44,1,58,241
hsa:29109,64,1,15,115
hsa:406891,64,1,73,14
hsa:4804,77,1,81,52
cpd:C12271,36,5,28,21
hsa:40,61,5,78,187
hsa:4007,78,1,23,102
hsa:256076,1,1,38,81
hsa:2915,70,1,31,146
cpd:C15493,70,1,70,161
hsa:2891,23,1,31,196
hsa:6603,42,1,47,128
hsa:2948,54,2,6,157
hsa:3422,17,2,78,54
hsa:5864,61,66,76,0
hsa:1644,88,4,48,170
hsa:56953,39,1,37,3
hsa:7923,2,2,87,45
hsa:5053,88,3,26,109
hsa:554235,10,4,60,44
hsa:280,28,4,43,27
hsa:154141,91,3,9,99
hsa:3313,78,1,12,18
hsa:10379,31,1,39,12
hsa:2918,22,1,56,239
hsa:1136,53,1,86,186
hsa:406887,79,1,89,14
hsa:2947,2,2,6,157
hsa:4035,21,1,28,237
hsa:345778,21,5,72,84
hsa:64080,16,4,32,60
hsa:1645,78,2,6,45
hsa:113,45,1,19,111
hsa:29780,48,1,3,110
hsa:6518,19,1,34,184
hsa:2892,2,1,31,23
